,text,emotion
10126,i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,Joy
10127,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,Joy
10128,i have loved not feeling rushed here,Anger
10129,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,Love
10130,i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,Sadness
10131,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,Joy
10132,i feel a need to suddenly try and change myself to be accepted by,Joy
10133,i feel to glad that this blog must be helpful knowledgeable and explorable,Joy
10134,i came home feeling depressed,Sadness
10135,i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,Joy
10136,i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,Sadness
10137,i feel weird in the companies of those who approve and disapprove of dot com marriages,Surprise
10138,i put it aside feeling a little defeated,Sadness
10139,im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,Joy
10140,ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness,Joy
10141,i have ten years behind me now of painting professionally and i finally feel really confident now,Joy
10142,i almost could feel it attempting to smother me like a hot blanket pressed down over me,Love
10143,im feeling kinda shaky my mind is full of doubt good luck love you,Fear
10144,i almost lost my feelings in this gloomy world,Sadness
10145,i feel like wanna post everything i narrated as if im a popular artist or whatever,Joy
10146,i am surprised no one is feeling repressed misrepresented or offended by it,Sadness
10147,i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,Joy
10148,i am feeling a bit groggy today,Sadness
10149,i am feeling delicate after hogmanay if that s what you are thinking,Love
10150,i feel about my beloved country and what i think the true capability of our government is in other areas,Joy
10151,i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,Love
10152,i have noticed a strange feeling of discontent encompass my very being,Sadness
10153,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,Fear
10154,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,Anger
10155,i feel so amazed with myself as i could stride nonstop for more than minutes,Surprise
10156,i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,Joy
10157,i can be surrounded by a sea of people and still feel all alone,Sadness
10158,i asked myself why do you feel frightened of being,Fear
10159,i feel it when i get hurt on little things,Sadness
10160,i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,Sadness
